line_id,file_path,line_number,original_line,translated_line
line_300,README.md,187,- 例：`流式抗截断/gemini-2.5-pro`,- $id_361`$id_80/gemini-2.5-pro`
line_301,README.md,188,- 自动检测响应截断并重试，确保完整回答,- $id_366
line_302,README.md,190,### 🔧 模型功能自动检测,### 🔧 $id_367
line_303,README.md,191,- 系统自动识别模型名称中的功能标识,- $id_368
line_304,README.md,192,- 透明地处理功能模式转换,- $id_369
line_305,README.md,193,- 支持功能组合使用,- $id_370
line_306,README.md,198,## 安装指南,## $id_371
line_307,README.md,200,### Termux 环境,### Termux $id_372
line_308,README.md,202,**初始安装**,**$id_373**
line_309,README.md,207,**重启服务**,**$id_374**
line_310,README.md,213,### Windows 环境,### Windows $id_372
line_311,README.md,215,**初始安装**,**$id_373**
line_312,README.md,220,**重启服务**,**$id_374**
line_313,README.md,221,双击执行 `start.bat`,$id_375 `start.bat`
line_314,README.md,223,### Linux 环境,### Linux $id_372
line_315,README.md,225,**初始安装**,**$id_373**
line_316,README.md,230,**重启服务**,**$id_374**
line_317,README.md,236,### macOS 环境,### macOS $id_372
line_318,README.md,238,**初始安装**,**$id_373**
line_319,README.md,243,**重启服务**,**$id_374**
line_320,README.md,249,### Docker 环境,### Docker $id_372
line_321,README.md,251,**Docker 运行命令**,**Docker $id_376**
line_322,README.md,253,# 使用通用密码,# $id_377
line_323,README.md,256,# 使用分离密码,# $id_378
line_324,README.md,262,# 使用通用密码,# $id_377
line_325,README.md,274,# 使用分离密码,# $id_378
line_326,README.md,286,**Docker Compose 运行命令**,**Docker Compose $id_376**
line_327,README.md,287,1. 将以下内容保存为 `docker-compose.yml` 文件：,1. $id_379 `docker-compose.yml` $id_380
line_328,README.md,298,# 使用通用密码（推荐用于简单部署）,# $id_381
line_329,README.md,301,# 或使用分离密码（推荐用于生产环境）,# $id_382
line_330,README.md,313,2. 启动服务：,2. $id_383
line_331,README.md,320,## ⚠️ 注意事项,## ⚠️ $id_384
line_332,README.md,322,- 当前 OAuth 验证流程**仅支持本地主机（localhost）访问**，即须通过 `http://127.0.0.1:7861` 完成认证（默认端口 7861，可通过 PORT 环境变量修改）。,- $id_392 OAuth $id_389**$id_386localhost$id_391**$id_388 `http://127.0.0.1:7861` $id_385 7861$id_390 PORT $id_387
line_333,README.md,323,- **如需在云服务器或其他远程环境部署，请先在本地运行服务并完成 OAuth 验证，获得生成的 json 凭证文件（位于 `./geminicli/creds` 目录）后，再在auth面板将该文件上传即可。**,- **$id_393 OAuth $id_395 json $id_396 `./geminicli/creds` $id_397auth$id_394**
line_334,README.md,324,- **请严格遵守使用限制，仅用于个人学习和非商业用途**,- **$id_398**
line_335,README.md,328,## 配置说明,## $id_399
line_336,README.md,330,1. 访问 `http://127.0.0.1:7861` （默认端口，可通过 PORT 环境变量修改）,1. $id_402 `http://127.0.0.1:7861` $id_400 PORT $id_401
line_337,README.md,331,2. 完成 OAuth 认证流程（默认密码：`pwd`，可通过环境变量修改）,2. $id_405 OAuth $id_404`pwd`$id_403
line_338,README.md,332,- **GCLI 模式**：用于获取 Google Cloud Gemini API 凭证,- **GCLI $id_407**$id_406 Google Cloud Gemini API $id_100
line_339,README.md,333,- **Antigravity 模式**：用于获取 Google Antigravity API 凭证,- **Antigravity $id_407**$id_406 Google Antigravity API $id_100
line_340,README.md,334,3. 配置客户端：,3. $id_408
line_341,README.md,336,**OpenAI 兼容客户端：**,**OpenAI $id_409**
line_342,README.md,337,- **端点地址**：`http://127.0.0.1:7861/v1`,- **$id_410**$id_212`http://127.0.0.1:7861/v1`
line_343,README.md,338,- **API 密钥**：`pwd`（默认值，可通过 API_PASSWORD 或 PASSWORD 环境变量修改）,- **API $id_412**$id_212`pwd`$id_411 API_PASSWORD $id_413 PASSWORD $id_401
line_344,README.md,340,**Gemini 原生客户端：**,**Gemini $id_414**
line_345,README.md,341,- **端点地址**：`http://127.0.0.1:7861`,- **$id_410**$id_212`http://127.0.0.1:7861`
line_346,README.md,342,- **认证方式**：,- **$id_415**$id_212
line_347,README.md,345,- URL 参数：`?key=your_api_password`,- URL $id_416`?key=your_api_password`
line_348,README.md,347,### 🌟 双认证模式支持,### 🌟 $id_417
line_349,README.md,349,**GCLI 认证模式**,**GCLI $id_418**
line_350,README.md,350,- 标准的 Google Cloud Gemini API 认证,- $id_232 Google Cloud Gemini API $id_251
line_351,README.md,351,- 支持 OAuth2.0 认证流程,- $id_56 OAuth2.0 $id_419
line_352,README.md,352,- 自动启用必需的 Google Cloud API,- $id_420 Google Cloud API
line_353,README.md,354,**Antigravity 认证模式**,**Antigravity $id_418**
line_354,README.md,355,- Google Antigravity API 专用认证,- Google Antigravity API $id_421
line_355,README.md,356,- 独立的凭证管理系统,- $id_422
line_356,README.md,357,- 支持批量上传和管理,- $id_423
line_357,README.md,358,- 与 GCLI 凭证完全隔离,- $id_425 GCLI $id_424
line_358,README.md,360,**统一管理界面**,**$id_426**
line_359,README.md,361,"- 在""批量上传""标签页中可一次性管理两种凭证","- $id_429""$id_428""$id_427"
line_360,README.md,362,- 上半部分：GCLI 凭证批量上传（蓝色主题）,- $id_431GCLI $id_430
line_361,README.md,363,- 下半部分：Antigravity 凭证批量上传（绿色主题）,- $id_433Antigravity $id_432
line_362,README.md,364,- 各自独立的凭证管理标签页,- $id_434
line_363,README.md,366,## 💾 数据存储模式,## 💾 $id_435
line_364,README.md,368,### 🌟 存储后端支持,### 🌟 $id_436
line_365,README.md,370,gcli2api 支持两种存储后端：**本地 SQLite（默认）** 和 **MongoDB（云端分布式存储）**,gcli2api $id_438**$id_26 SQLite$id_439** $id_15 **MongoDB$id_437**
line_366,README.md,372,### 📁 本地 SQLite 存储（默认）,### 📁 $id_26 SQLite $id_440
line_367,README.md,374,**默认存储方式**,**$id_441**
line_368,README.md,375,- 无需配置，开箱即用,- $id_442
line_369,README.md,376,- 数据存储在本地 SQLite 数据库中,- $id_443 SQLite $id_444
line_370,README.md,377,- 适合单机部署和个人使用,- $id_445
line_371,README.md,378,- 自动创建和管理数据库文件,- $id_446
line_372,README.md,380,### 🍃 MongoDB 云端存储模式,### 🍃 MongoDB $id_447
line_373,README.md,382,**云端分布式存储方案**,**$id_448**
line_374,README.md,384,当需要多实例部署或云端存储时，可以启用 MongoDB 存储模式。,$id_449 MongoDB $id_450
line_375,README.md,386,### ⚙️ 启用 MongoDB 模式,### ⚙️ $id_126 MongoDB $id_407
line_376,README.md,388,**步骤 1: 配置 MongoDB 连接**,**$id_452 1: $id_43 MongoDB $id_451**
line_377,README.md,390,# 本地 MongoDB,# $id_26 MongoDB
line_378,README.md,393,# MongoDB Atlas 云服务,# MongoDB Atlas $id_453
line_379,README.md,396,# 带认证的 MongoDB,# $id_454 MongoDB
line_380,README.md,399,# 可选：自定义数据库名称（默认: gcli2api）,# $id_455: gcli2api$id_292
line_381,README.md,403,**步骤 2: 启动应用**,**$id_452 2: $id_456**
line_382,README.md,405,# 应用会自动检测 MongoDB 配置并使用 MongoDB 存储,# $id_457 MongoDB $id_458 MongoDB $id_459
line_383,README.md,409,**Docker 环境使用 MongoDB**,**Docker $id_460 MongoDB**
line_384,README.md,411,# 单机 MongoDB 部署,# $id_462 MongoDB $id_461
line_385,README.md,418,# 使用 MongoDB Atlas,# $id_463 MongoDB Atlas
line_386,README.md,426,**Docker Compose 示例**,**Docker Compose $id_464**
line_387,README.md,462,### 🔧 高级配置,### 🔧 $id_465
line_388,README.md,464,**MongoDB 连接优化**,**MongoDB $id_466**
line_389,README.md,466,# 连接池和超时配置,# $id_467
line_390,README.md,469,# 副本集配置,# $id_468
line_391,README.md,472,# 读写分离配置,# $id_469
line_392,README.md,476,## 🏗️ 技术架构,## 🏗️ $id_470
line_393,README.md,478,### 核心模块说明,### $id_471
line_394,README.md,480,"**认证和凭证管理** (`src/auth.py`, `src/credential_manager.py`)","**$id_472** (`src/auth.py`, `src/credential_manager.py`)"
line_395,README.md,481,- OAuth 2.0 认证流程管理,- OAuth 2.0 $id_473
line_396,README.md,482,- 多凭证文件状态管理和轮换,- $id_474
line_397,README.md,483,- 自动故障检测和恢复,- $id_475
line_398,README.md,484,- JWT 令牌生成和验证,- JWT $id_476
line_399,README.md,486,"**API 路由和转换** (`src/openai_router.py`, `src/gemini_router.py`, `src/openai_transfer.py`)","**API $id_477** (`src/openai_router.py`, `src/gemini_router.py`, `src/openai_transfer.py`)"
line_400,README.md,487,- OpenAI 和 Gemini 格式双向转换,- OpenAI $id_15 Gemini $id_478
line_401,README.md,488,- 多模态输入处理（文本+图像）,- $id_479+$id_219
line_402,README.md,489,- 思维链内容分离和处理,- $id_480
line_403,README.md,490,- 流式响应管理,- $id_481
line_404,README.md,492,"**网络和代理** (`src/httpx_client.py`, `src/google_chat_api.py`)","**$id_482** (`src/httpx_client.py`, `src/google_chat_api.py`)"
line_405,README.md,493,- 统一 HTTP 客户端管理,- $id_484 HTTP $id_483
line_406,README.md,494,- 代理配置和热更新支持,- $id_485
line_407,README.md,495,- 超时和重试策略,- $id_486
line_408,README.md,496,- 异步请求池管理,- $id_487
line_409,README.md,498,"**状态管理** (`src/state_manager.py`, `src/usage_stats.py`)","**$id_488** (`src/state_manager.py`, `src/usage_stats.py`)"
line_410,README.md,499,- 原子化状态操作,- $id_489
line_411,README.md,500,- 使用统计和配额管理,- $id_490
line_412,README.md,501,- 文件锁和并发安全,- $id_491
line_413,README.md,502,- 数据持久化（TOML 格式）,- $id_492TOML $id_493
line_414,README.md,504,**任务管理** (`src/task_manager.py`),**$id_494** (`src/task_manager.py`)
line_415,README.md,505,- 全局异步任务生命周期管理,- $id_495
line_416,README.md,506,- 资源清理和内存管理,- $id_496
line_417,README.md,507,- 优雅关闭和异常处理,- $id_497
line_418,README.md,509,**Web 控制台** (`src/web_routes.py`),**Web $id_498** (`src/web_routes.py`)
line_419,README.md,510,- RESTful API 端点,- RESTful API $id_58
line_420,README.md,511,- WebSocket 实时通信,- WebSocket $id_499
line_421,README.md,512,- 移动端适配检测,- $id_500
line_422,README.md,513,- 批量操作支持,- $id_296
line_423,README.md,515,### 高级特性实现,### $id_501
line_424,README.md,517,**流式抗截断机制** (`src/anti_truncation.py`),**$id_502** (`src/anti_truncation.py`)
line_425,README.md,518,- 检测响应截断模式,- $id_503
line_426,README.md,519,- 自动重试和状态恢复,- $id_504
line_427,README.md,520,- 上下文连接管理,- $id_505
line_428,README.md,522,**格式检测和转换** (`src/format_detector.py`),**$id_506** (`src/format_detector.py`)
line_429,README.md,523,- 自动检测请求格式（OpenAI vs Gemini）,- $id_507OpenAI vs Gemini$id_292
line_430,README.md,524,- 无缝格式转换,- $id_508
line_431,README.md,525,- 参数映射和验证,- $id_509
line_432,README.md,527,**用户代理模拟** (`src/utils.py`),**$id_510** (`src/utils.py`)
line_433,README.md,528,- GeminiCLI 格式用户代理生成,- GeminiCLI $id_511
line_434,README.md,529,- 平台检测和客户端元数据,- $id_512
line_435,README.md,530,- API 兼容性保证,- API $id_513
line_436,README.md,532,### 环境变量配置,### $id_326
line_437,README.md,534,**基础配置**,**$id_137**
line_438,README.md,535,- `PORT`: 服务端口（默认：7861）,- `PORT`: $id_5147861$id_292
line_439,README.md,536,- `HOST`: 服务器监听地址（默认：0.0.0.0）,- `HOST`: $id_5150.0.0.0$id_292
line_440,README.md,538,**密码配置**,**$id_10**
line_441,README.md,539,- `API_PASSWORD`: 聊天 API 访问密码（默认：继承 PASSWORD 或 pwd）,- `API_PASSWORD`: $id_13 API $id_516 PASSWORD $id_413 pwd$id_292
line_442,README.md,540,- `PANEL_PASSWORD`: 控制面板访问密码（默认：继承 PASSWORD 或 pwd）,- `PANEL_PASSWORD`: $id_517 PASSWORD $id_413 pwd$id_292
line_443,README.md,541,- `PASSWORD`: 通用密码，设置后覆盖上述两个（默认：pwd）,- `PASSWORD`: $id_518pwd$id_292
line_444,README.md,543,**性能和稳定性配置**,**$id_317**
line_445,README.md,544,- `CALLS_PER_ROTATION`: 每个凭证轮换前的调用次数（默认：10）,- `CALLS_PER_ROTATION`: $id_51910$id_292
line_446,README.md,545,- `RETRY_429_ENABLED`: 启用 429 错误自动重试（默认：true）,- `RETRY_429_ENABLED`: $id_126 429 $id_520true$id_292
line_447,README.md,546,- `RETRY_429_MAX_RETRIES`: 429 错误最大重试次数（默认：3）,- `RETRY_429_MAX_RETRIES`: 429 $id_5213$id_292
line_448,README.md,547,- `RETRY_429_INTERVAL`: 429 错误重试间隔，秒（默认：1.0）,- `RETRY_429_INTERVAL`: 429 $id_5221.0$id_292
line_449,README.md,548,- `ANTI_TRUNCATION_MAX_ATTEMPTS`: 抗截断最大重试次数（默认：3）,- `ANTI_TRUNCATION_MAX_ATTEMPTS`: $id_5233$id_292
line_450,README.md,550,**网络和代理配置**,**$id_311**
line_451,README.md,551,- `PROXY`: HTTP/HTTPS 代理地址（格式：`http://host:port`）,- `PROXY`: HTTP/HTTPS $id_524`http://host:port`$id_292
line_452,README.md,552,- `OAUTH_PROXY_URL`: OAuth 认证代理端点,- `OAUTH_PROXY_URL`: OAuth $id_525
line_453,README.md,553,- `GOOGLEAPIS_PROXY_URL`: Google APIs 代理端点,- `GOOGLEAPIS_PROXY_URL`: Google APIs $id_526
line_454,README.md,554,- `METADATA_SERVICE_URL`: 元数据服务代理端点,- `METADATA_SERVICE_URL`: $id_527
line_455,README.md,556,**自动化配置**,**$id_528**
line_456,README.md,557,- `AUTO_BAN`: 启用凭证自动封禁（默认：true）,- `AUTO_BAN`: $id_529true$id_292
line_457,README.md,558,- `AUTO_LOAD_ENV_CREDS`: 启动时自动加载环境变量凭证（默认：false）,- `AUTO_LOAD_ENV_CREDS`: $id_530false$id_292
line_458,README.md,560,**兼容性配置**,**$id_531**
line_459,README.md,561,- `COMPATIBILITY_MODE`: 启用兼容性模式，将 system 消息转为 user 消息（默认：false）,- `COMPATIBILITY_MODE`: $id_532 system $id_534 user $id_533false$id_292
line_460,README.md,563,**日志配置**,**$id_73**
line_461,README.md,564,- `LOG_LEVEL`: 日志级别（DEBUG/INFO/WARNING/ERROR，默认：INFO）,- `LOG_LEVEL`: $id_535DEBUG/INFO/WARNING/ERROR$id_536INFO$id_292
line_462,README.md,565,- `LOG_FILE`: 日志文件路径（默认：gcli2api.log）,- `LOG_FILE`: $id_537gcli2api.log$id_292
line_463,README.md,567,**存储配置**,**$id_23**
line_464,README.md,569,**SQLite 配置（默认）**,**SQLite $id_538**
line_465,README.md,570,- 无需配置，自动使用本地 SQLite 数据库,- $id_539 SQLite $id_88
line_466,README.md,571,- 数据库文件自动创建在项目目录,- $id_540
line_467,README.md,573,**MongoDB 配置（可选云端存储）**,**MongoDB $id_541**
line_468,README.md,574,- `MONGODB_URI`: MongoDB 连接字符串（设置后启用 MongoDB 模式）,- `MONGODB_URI`: MongoDB $id_542 MongoDB $id_543
line_469,README.md,575,- `MONGODB_DATABASE`: MongoDB 数据库名称（默认：gcli2api）,- `MONGODB_DATABASE`: MongoDB $id_544gcli2api$id_292
line_470,README.md,577,**Docker 使用示例**,**Docker $id_545**
line_471,README.md,579,# 使用通用密码,# $id_377
line_472,README.md,585,# 使用分离密码,# $id_378
line_473,README.md,593,注意：当设置了凭证环境变量时，系统将优先使用环境变量中的凭证，忽略 `creds` 目录中的文件。,$id_546 `creds` $id_547
line_474,README.md,595,### API 使用方式,### API $id_548
line_475,README.md,597,本服务支持三套完整的 API 端点：,$id_549 API $id_231
line_476,README.md,599,#### 1. OpenAI 兼容端点（GCLI）,#### 1. OpenAI $id_550GCLI$id_292
line_477,README.md,601,**端点：** `/v1/chat/completions`,**$id_231** `/v1/chat/completions`
line_478,README.md,602,**认证：** `Authorization: Bearer your_api_password`,**$id_551** `Authorization: Bearer your_api_password`
line_479,README.md,604,支持两种请求格式，会自动检测并处理：,$id_552
line_480,README.md,606,**OpenAI 格式：**,**OpenAI $id_553**
line_481,README.md,619,**Gemini 原生格式：**,**Gemini $id_554**
line_482,README.md,633,#### 2. Gemini 原生端点（GCLI）,#### 2. Gemini $id_555GCLI$id_292
